"","quote_text","response_text","relation"
"400","Jesus is the Creator of the universe. He is the God of Adam, and Noah; he is the God in the burning bush who spoke with Moses:
 
 Genesis 16:7-13 The Angel of the LORD
 
 There are no religions that predate the advent of Christ. He was always there, from Genesis to Revelation.
 
 John 8:58. That's Jesus confirming he is the Great ""I AM"" of the Burning Bush.","Hush Poseidon! Be a good non-existent God and stay away from the burning bush you'll put it out and then your really be in trouble.",1
"9","First off, the scientific method goes:
 
 1) Form Hypothesis
 
 2)Test hypothesis
 
 3)Form conclusion (or theory)
 
 *correct me if I wrote the scientific method wrong*","You guys know me. Always happy to correct anyone.
 
 As electrolyte pointed out, (1) the first step in the scientific method is the observation. A scientist observes something that raises a question. (2) Then comes the hypothesis, that is an attempt to explain the observation. The hypothesis can be an educated guess or even wild speculation based on previous knowledge or intuition, or it may be based in previous science and an understanding of scientific principles. (3) One then makes a prediction that is a necessary consequence of the hypothesis. That science is predictive is one of its salient characteristics. In the case of the scientific method, the prediction is said to have the power to falsify the hypothesis. In other words, if the prediction can be shown to be false, then the hypothesis must also be false. If the prediction is true, then the hypothesis is supported. So now we have the observation, the hypothesis that explains the observation, and a prediction that is a consequence of the hypothesis. The next step (4) is to design an experiment to test the prediction, and then (5) to perform the test. If the prediction fails the test, then it may be abandoned. However, as electrolyte pointed out, the process may be circular, because if the prediction is falsified, additional observation from the test may be used to adjust the hypothesis at (2), and a new prediction is made at (3), and so on.
 
 In creation science, the process stops at (2), except that the hypothesis is based on dogma and scripture, not reality.",1
"7450","Well, it is all really silly. You're fighting over an issue that will never be resolved. Believ what you want, because you can never be proven wrong. Let church teach creation and school teach evolution, stop fighting over this, and everyone will be happy.","And let's do away with these stinking debate forums! :xbanghead
 
 So if it's silly to discuss that, what about brand of trucks? Would that also be silly?
 
 V10 Gasoline or 6.0 Diesel?
 
 How big a tire can you put on a stock 3/4 ton truck?
 
 See, you're right. It's just silly.",1
"4845","I believe that the reason why we have so many youth susicides in Australia and else where...","Is the suicide rate in Australia higher than other places?",1
"5897","No. Anyone who sticks to beliefs that a god created the earth just 6,000 years ago is an idiot. People are free to believe that a god created the Earth billions of years ago though without deserving the ""idiot"" label.
 
 Hope this clarifies things for you. emoticon_xangel","Thanks, Clive, you're a good sport. Of course I can't agree with the idiot part. Rash, unwise, unknowledgeable, maybe, but not fools.",1
"2312","Let's see some bullet items to debate, not the sea-of-montalban's-ideas","And of course, the sea of Montalban's assertions as science, the sea of Montalban's out of context quotes, or the sea of Montalban's misrepresentations of what others have said. It seems that Montalban knows the ""TROOTH"" and won't be discouraged with facts. Sadly, Montalban knows what he believes and reality seems to be irrelevant.",1
"2273","If it came from nothing, how do you explain that?","Well, scientists in the appropriate fields of science are working on that. I'm not a cosmologist so I rely on scientists in those fields to research those questions. I'm a biologist. I deal with questions of biology, that is living organisms. That is why I am concerned with how living organisms change through time. In other words, that is why I am concerned with evolution. While physicists, cosmologists, geologists and so on may accept evolutionary theory, that doesn't mean that their fields of science are ""evolution.""",1
"829","Then, there are various fossilization mechanisms. I couldn't find any good information about the rates of said mechanisms, so I thought this thread might start some good debate on the subject because of that. 
 
 Now, how long did the fossilization take? Did it take 10 or 10,000 or 10,000,000 years?
 
 Are the fossils we see all the result of one big 'tragic' event for all, or little 'tragic' events for each?
 
 Any thoughts?","Well, Google is your friend here emoticon_idea - try fossil and see what you get. Alternatively click the link in my sig and look in the archive section at Talk Origins.
 
 It is not possible to break fossilisation down into such simple notions as ""one big preservation event"" and lots of ""little preservations"". If you can think of some examples of fossils then we can examine them more specifically as what can be said about the circumstances of their preservation.
 
 I've been a bit vague here as it is a) such a broad subject to describe succinctly emoticon_wow b) I'm tired emoticon_zzzz and c) I'm full of cold emoticon_frazzled
 
 No doubt someone who isn't under the influence of b) and/or c) will chime in as well with more details while I pull round. 
 
 Now, where was my hankerchief......emoticon_xclown",1
"7056","Stenger concludes, after reflecting on the long history of misrepresentation and manipulation of scientific fact regarding God, that our world actually is worse off as a result of religious faith.","So religion must be systematically abandoned and eradicated, not completely, just enough to be out of the public and political realm, leaving atheism as king. It's not my pet theory that evolutionists are saying that, it's a fact that they are saying that.",1
"1624","From Kronus
Has anyone checked to see if Archie changed the original quotes, substituting ""chicken"" for ""ostrich""? You know, for ""clarity"".","The original paper is here. Dr. Schweitzer uses an ostrich egg to compare the structure and layout of the vessels. The chicken comes in from a reacting factor that showed a reaction in the presence of the subfossil 'collagen' material. He hasn't changed it on this occasion, he's just not able to read context....
Oh, by the way AA, are you planning on replying? Or do you cede that fossil discussion?",1
"6770","1) How long does intelligent design take, x years or is it instantaneous?
 
 2) By what mechanism does the designer interact with the natural world?
 
 3) When and why does the designer choose to interact with the world?
 
 4) Why has the vast majority of intelligently designed life ceased to exist? if it was designed correctly in the first place why was it necessary to discard so many forms and replace them with different ones, as evidenced by the fossil record?
 
 5) What experiments have been conducted to verify the occurence of intelligent design?","May I attempt to respond as an IDist would respond?
 
 1) If God-- err, the designer can pop IC systems into existence at will, don't you think He.../she/it can do so any way he/she/it damn well pleases? See also answer 2.
 
 2) IDists need no mechanistic explanation. The idea that evidence for design means design stands by itself. (Nevermind that the crux of ID is that it demands an evolutionary mechanism for the appearance of alleged IC/""unevolvable"" systems; the ID philosophy totally sidesteps that requirement.)
 
 3) Again, the validity of ID depends not on the designer's choices but only on the designer interacting at all.
 
 4) OEC/IDists will claim that environmental conditions have changed over millions of years just like mainstream science says they have; after all, some IDists ""don't doubt"" mechanisms such as natural selection. For the obvious problem of the designer ""letting"" species go extinct, see answer 3.
 I'm guessing that YEC/IDists will just point to the flood.
 And the conspiracy theorist/IDists will blame Satan for trying to mislead people.
 
 5) Not a single one. (Either that answer, or maybe ""Well, uh, hasn't Behe done something by now?"", which still means none.)
 
 
 So there you have it. An evolutionist's formulation of an IDists response. Appropriately, because ID as a whole is essentially an argument from ignorance, ignorance plays a role the answers to all your questions. (""Don't know""/""Don't care""/""Doesn't matter."") ID simply sidesteps these issues.
 Also notice that none of the statements are testable or falsifiable, except for the parts of the OEC view that are perfectly compatible with geology and evolution. Some will claim that they ""have no reason"" to doubt common descent (a la Behe) but do a conspicuously good job of not saying they actually believe it.
 
 And if any IDists have a problem with my responses, they're able to post their own responses. However, they were able to do that even before I responded, and they didn't...",1
"1201","5) I have answered most of this statement above, but you must also take into account the incredible cooling that must have occurred when boiling-hot water came into contact with billions of cubic miles of next-to-freezing rainy air. You get the picture.","Well, let's think about that for a moment. The earth's atmosphere has a mass estimated at 5x10^18 kg, and that's if we count all of it, right up to the troposphere. Three quarters of a billion cubic miles of water would have a mass of around 3x10^21kg, almost a thousand times greater.
 
 So even if the heat from the emerging floodwaters was dissipated into the entire atmosphere, the water would only be cooled by about 0.1 degrees before atmospheric temperatures reached equilibrium and no more cooling could occur.",1
"1211","A) I'm not a member there.","That can be easily remedied.",1
"5627","Really, it's a two sided coin. If a theory such as evolution can be taught in school, against many people's beliefs, why can't creationism, without using the excuse that it's ""illegal"".","Because the theory of evolution is the result of science and therefore should be taught in science class.
 
 ID is NOT science and therefore should NOT be taught in science class.
 
 It's that simple.",1
"3040","All other explanations include some form of intelligent, purposeful organization. If that organizing intelligence is internal, that would make it no less no less intelligent.","But then, there also is absolutely no evidence for such an intelligence.",1
"4119","... and woe betide you if you dare to express any doubts.","Really? The poster seems to be insinuating that people who express doubts suffer some kind of sanction. Could he/she please elaborate?",1
"5774","Just because the bible is over 2000 years old doesn't make it unreliable, I mean your placing all your money on a billion year old one cell organism. You don't have any absolute proof and neither do I.","But at least Evolutionist can give physical proofs for their beliefs. It is right that nothing is completely sure and clear, but Evolutionists and Scientists have shown a lot more evidence that shows that Evolution is right, Creationists just can't show enough... (my opinion)
 
 And it's right that most stuff Evolutionists are dealing with are millions of years old, but it still all makes more sense than some stuff in the bible...
 
 There is no complete proof for any of the theories, but Evolution just gives more evidence...
 And if Creationists just want some credit for their beliefs and work, they shouldn't want evolution to be deleted vom Education. No one knows what is right but right now the theories of Evolution just shows more evidence and is widely accepted and used...",1
"9317","I am primarily interested in seeing how the creationists wriggle around this one.","Well, let's see.
 
 1 This is a skull from a modern human, the differences representing pathological deformities.
 2 The dating is based on disputed methodology. Creation scientists have proved that radioisotope dating is unreliable.
 3 The two pieces are only assumed to be from the same individual.
 4 Where's the conclusive DNA evidence? (A nod to easyrider on the Religion board.)
 5 These claims are made by scientists, and all science is an atheistic conspiracy against religion (thank you marc9000).
 6 So where's the missing link between the new fossil and us? Huh? Huh?
 
 Sadly, past experience suggests that creationists can wriggle on indefinitely.",1
"825","No, it wasn't. Given the number of scientists one might assume that at least one would confuse his science with his religion. It seems that according to AIG, 182 actually do.","Hundreds of thousands of atheist scientists do too, since common ancestry with apes harmonizes perfectly with the absence of a creator. They're seldom asked to answer about that confusion, however.",1
"1570","It's interesting how Peddler avoided discussing OR's point that shows Peddler's real goal. 
 
 Ingoring something won't make it go away.","Thanks Duo.
 
 peddler, how about you actually address the points I put to you originally?
 
 ""Off course, you might be trying to infer that because there are differences of opinion in the field of evolution makes the whole notion irrelevant. I disagree, but if you insist we will examine differences in opinion between different groups within, lets see......... how about Christianity? Do they make the whole religion completely rejectable?""
 
 Cheers :)",1
"9560","I'd like to know how a fission reaction was supposedly possible in the first place. This would be hard to achieve using only light water and (today's) natural uranium (at about 0.7% U-235).","Well, since the composition of the uranium body when it was a natural reactor wasn't the same as today's natural uranium, it doesn't matter. What is important was the composition of the ore back then. Since U-238 has a half-life of 4.468E+9 years and U-235 has a half-life of 7.038E+8 years, it is apparent that the U-235 decays much more rapidly. It stands to reason that the The relative percentage of U-235 to U-238 was higher in the past. It also stands to reason that thee was more uranimum present at the time that the natural reactors were active. About 2 billion years ago the U-235 was about 3% or more of the composition of the uranium.",1
"3676","Read the preceding verse. ""18 The LORD God said, 'It is not good for the man to be alone. I will make a helper suitable for him. 19 Now the LORD God had formed out of the ground all the beasts of the field and all the birds of the air. He brought them to the man to see what he would name them; and whatever the man called each living creature, that was its name. 20 So the man gave names to all the livestock, the birds of the air and all the beasts of the field. But for Adam no suitable helper was found."" (Genesis 2:18-20)","Okay, here is how it went: God made the animals. He said,""Hey, Adam needs a helper."" He brought the animals to Adam to name. He couldn't find a helper for Adam. He then took a rib out of Adam's side to create Eve. This was done on the sixth day. God created them both on the sixth day, Adam first, then Eve out of Adam's side after he had Adam name the animals.",1
"2967","Introduction to special issue
 Testing Our Defenses
 Stephen J. Simpson and John Travis
 
 Figure 1
 CREDIT: C. BICKEL/SCIENCE
 
 Challenge the immune system, and you might well induce a vigorous response. Challenge an immunologist, and you can be confident of eliciting something rather similar. Indeed, our rate of progress in understanding the immune system has been anything but sluggish over the past few decades. This has encouraged a mood of optimism that new vaccines for infectious diseases and immune-based therapies for cancer and autoimmune diseases are just around the corner. Yet despite this brisk pace of discovery and some enticing glimpses of how the immune system might be manipulated, there is much that is clearly left to explore about its inner workings. In this special issue, we consider a selection of fundamental immunological questions that still test investigators.
 
 As Casanova and Abel explain (p. 617), the genetic study of human primary immunodeficiencies is an emerging field that is revealing surprises about our evolving relationship with the world of pathogens. Kioussis and Georgopoulos (p. 620) discuss the epigenetic rules that govern lymphocyte function and development, and, Reiner et al. (p. 622) frame some of the most pertinent issues in T cell fate determination. Cell biology and immunology have long been intimate partners, and Mellman (p. 625) uses the study of antigen presentation to explain how discoveries in basic cell biology continue to underpin our understanding of the immune system. Finally, Sakaguchi and Powrie (p. 627) reveal just how much there is still to learn about the regulatory T cell and its power in preventing overzealous immune responses and autoimmunity. In News, Leslie (p. 614) describes how immunologists have struggled to understand the purpose of mast cells, and Cohen (p. 612) updates the daring efforts of gene therapists to reboot the human immune system with cells impervious to HIV. Science's STKE focuses on some molecular challenges for immunologists (www.sciencemag.org/sciext/immunology07). Lind&#233;n describes how the adaptor protein Act1 mediates interleukin-17 receptor signaling. Serfling et al. discuss the importance of NFAT transcription factors to memory lymphocytes. Finally, Wattenberg and Raben describe the negative regulation of various immune responses by diacylglycerol kinase.
 
 We are still learning about how immune cells move around the body, and in the research section a Report by Auffrey et al. (p. 666) describes a subset of monocytes that patrol the surfaces of blood vessels for damage and inflammation, contrasting their behavior with that of typical leukocytes. Mueller et al. (p. 670) offer up some intriguing evidence that lymphoid organs ""close up shop"" for new business during an immune response, by using chemokine regulation to prevent the admission of circulating na&#239;ve lymphocytes. In research that may shed some evolutionary light on an ancient system, Chen et al. (p. 678 and see related News item) describe how the social amoeba Dictyostelium uses specialized cells akin to phagocytes in animals. Finally, Carmody et al. (p. 675) reveal the means by which normally potent signals mediated by the innate immune Toll-like receptors are placated by blocking ubiquity-nation. With so much left to discover about our immune system, there seems little doubt that immunologists will find plenty to challenge them in the years to come.","And its all evolved via NDS - marvellous!",1
"1668","""infer (an unknown) from something that is known; conjecture.""","and a conjecture is;",1
"1482","Earth's turn is also slowing down and the calculations backwards on that also create a few problems.","Karl asked him to calculate the length of a day 1 billion years ago. It seems that he needs some help.
 
 A geologist came up with the following numbers from a survey of geology and astronomy texts. Most of these numbers are derived from daily growth rings in coral (bet Freeofthought didn't know there was such a thing) and similar information from brachiopods, bryozoans and pelecypods, and the like.",1
"1513","Let's say the parents wanted to send their child to a public school but they didn't want the evolution class.
 
 The kid could just not attend the evolution classes.","See above, again",1
"8376","Did I ever say that?","say what? i am just saying that i can tell you are a good person.",1
"9716","For the life of a creature is in the blood, and I have given it to you to jmake atonement for yourselves at the alter; it is the blood that makes atonement for one's life.","Far from showing any modern knowledge of blood circulation, this shows:
 
 1) if you take the blood out of an animal it will die. A simple fact all civilizations of the time would have known.
 
 2) God like for his followers kill living things. He is the God of blood.",1
"9307","""A Law of Nature then is the rule and Law, according to which God resolved that certain Motions should always, that is, in all Cases be performed. Every Law does immediately depend upon the Will of God."" Gravesande, Mathematical Elements of Natural Philosophy, I, 2-3, 1726, quoted in CC Gillespie, Genesis and Geology, 1959.
 
 Judges 21:15 "" 4 The people were still disconsolate over Benjamin because the LORD had made a breach among the tribes of Israel. ""
 
 4. 4 [15] Had made a breach: what is here attributed to God was in reality the free and deliberate act of the Israelites and happened only by the permissive will of God. The ancients attributed to the first primary cause what is more directly due to secondary causes.""
 http://www.nccbuscc.org/nab/bible/judges/judges21.htm
 
 ""Yes, God's eternal decree is being worked out, but the working out of that eternal decree is done through his interaction with people, and through their decisions and actions. The role that man's actions take in the working out of God's will is called a ""secondary cause."" The Westminster Confession of Faith explains it this way:
 ""God is the first cause, and in relationship to Him everything happens unchangeably and infallibly. However, by this same providence, He orders things to happen according to secondary causes. As a result of these secondary causes, some things must inevitably happen; others may or may not happen, depending on the voluntary intentions of the agents involved; and some things do not have to happen but may, depending on other conditions (WCF 5.2; I've quoted from Summertown Text's modern version).""
 http://www.thirdmill.org/answers/answer.asp/file/99788.qna/category/th/page/questions/site/iiim","So the main disagreements between fundamentalists and theistic evolutionists are what are, and are not first (primary) causes. And atheists believe everything is a second cause (or first cause) with no intelligence behind it. 
 
 It still doesn't make any sense to me why theistic evolutionists are in such agreement with atheists, and so far apart from ""fundamentalists"".",1
"5392","Any SCIENTIST whether creationist or Darwinian cannot represent the ID/Creationist side.
 
 ONLY creationist theologians and philosophers can.
Wow a statement that is both honest and correct from a creationist! Will wonders never cease!","Yes, but the statement directly contradicts proponents of ""creation science"" and of ID. Their claim is that they are doing science, even though they can't show how. Scientists have claimed all along that creationists/IDers are doing philosophy and religion, but not science. That is the problem. They never offer any evidence that supports their assertions, only mythology and superstition.
 
 But now we have Ray admitting that creationism and ID are not science and can't be included in science. They either philosophy or theology, but not science.",1
"85","Unfortunately, Dembski and his ""explanatory"" filter are more hot air than substance. He has claiming to have 'discovered' desing in nature by using the 'filter', but for some strange reason, he has yet to publish his amazing discovery. he said he was going to do it in ""Mere Creation"", then he said it would be iun ""No Free Lunch"" - so tell us , IS IT actually in his newest collection of apocryphal tall tales, or is is just assumed that he has done so?
 
 Common tactic - keep claiming that you will do something, then claim to have already done it later on, without, of course, actually doing it.
 
 The only times Dembski has acxtually applied it, he did it to things1. we know were the product of design and 2. never did it on anything biological.
 
 It is all fluff and hot air.","So how long did Darwin take to publish?",1
"8710","We have to, marc says.","Because there are no ACLU lawsuits when Dawkin's book is required reading in public schools. We have to more and more, as atheism is established.",1
"8374","If you want to challenge my assertion that these are transitional you will need to understand a bunch of words that you may have never heard before, like furcula, carina, hallux, gastralia, pubis, fibula, fenestra, pygostyle, and so on.","Lurch, I don't appreciate your condescending tone. If you want to challenge my assertion that you are a pompous XXX that jumps to conclusions, you will need to be a little less judgemental and start thinking outside of Darwin's Black Box.",1
"6139","Personally I find it similar to taking the Saxon Chronicles litterally.
 The latter parts may be reasonably accurate, (insofar as an official history can be) but parts, in particular the start are pure mythology.
 Why should the Jews be regarded as any more reliable?","The Jews , for the vast majority of them (there are some minor exceptions), take Genesis figuratively.",1
"5770","You said that I and others like me place my faith in mythology.","So you have said.",1
"2673","No, faith and reason are mutually exclusive. Science is based on reason.","As proved above by definition of reason above, it all depends on what premise or starting assumption you have as to what conclusion you will reason out. You are correct that faith does not neccessary require evidence. But there is usually always evidence to support the validity of a particular faith, in this case Christianity.",1
"9230","As many polls have shown, the more educated a person becomes, the less likely it is that he/she is a creationist.","That would depend on how the poll was done, and what education levels were compared. Comparing high school educated with college educated, I would believe your statement, considering today's extreme left leaning college administrators. If a poll was conducted among the LEAST educated (prison populations - unwed welfare mothers - deadbeat dads - intercity homeless, etc) I wouldn't need a poll to tell me that almost none of them would believe in creation. It's interesting that the most educated, and the least educated, could very well have similar worldviews, largely that once life is over it was purposeless and pointless. There is good reason the U.S. doesn't leave political decisions to only the highly educated.",1
"3347","Science, like religon, is just another way to see the world.","But they are implemented completely differently.",1
"4569","Maybe you get all the way to the beginning of time and you find yourself with a molecule of some matter. The question is...where did it come from.","And the answer is: we don't know. Maybe it came from nowhere. Maybe it was created. We don't know.",1
"3540","not sure about that. Viralistic? That doesn't seem to make alot of sense. Most of humanity isn't actively invading and replicating itself for seemingly no real reason.","I dunno, I keep seeing more and more chinese around here!!
 And they all have 3 kids!
 
 They come over here just so they can breed.
 They invade a host that is more favorable for replication.
 Viral!
 
 
 [please, this is a joke, any chinese out there, just a joke!]",1
"3210","The other flaw will be that you can't define democracy either. Was apartheid South Africa a democracy? How about present day Zimbabwe? What about the US circa 1950? 1900? 1850?","A democracy is simply a form of government where ordinary dirtbags like us have some say in the matter. You've actually helped me with this, as in North Korea, Cuba, and the USSR under Stalin, your opinions certainly don't matter to them.",1
"3976","Statis is the norm not the exception.","And that remark is relevant because? Just to inform you once again, the word is ""stasis."" You make yourself look ignorant and foolish when you can't even spell correctly. However, stasis is the norm in a stable environment. The reasons are simple. Organisms tend to become well adapted to a stable environment. As Richard Dawkins would explain, they tend to become adapted to a particular nich in a particular environment, and when that environment undergoes rapid change, they go extinct. The fossil record is full of such examples. Dawkins used the analogy of climbing a mountain of adaptation that made it impossible for the organism to cross to the peak of the new environment. Try reading ""Climbing Mount Improbable"" for an understanding.",1
"7936","Even talkorigins admits that most every mutation is a destructive thing.","Those are removed from the gene pool by natural selection. The other mutations stay in the pool.
 Pandion: we are making progress- he admits that mutations can be helpful.",1
"6984","Originally posted by FreeThinker 
 A bear is still a bear. Sure, there are lots of kinds of bears, but they are still just that, bears.","So, is a giant Panda a bear? Or some other ""kind""?",1
"6917","And this is the case here. Language skills, in case you missed them must be learnt at a specific age - or you've missed the boat. Cave-man may have come up with words for 'fire' 'water' and 'air' etc, and teach these to his cave-kids, but he would have had to have been taught complex language skills as a child in order to pass these on to his cave-kids. The cases of the 'wild-children' show that even with a normal brain and the best of scientific and social help, they can't acquire these skills in their own life time... because they've missed the boat.","So the simpler proto-languages had to be learned at an early age, too. So what?",1
"3878","A third or fourth eye is simply a copy of an existing body part.
 
 If it's a FIRST eye that evolved, then that'd count.
 
 You can't create anything new by creating copies.","Really. Some people would think I'm in cahoots with the creationists. I predict their behavior and then they go and do it.",1
"4892","There are several fallacies with Darwin's theory of evolution:","But I'll bet that you don't know what any of them are.",1
"7801","No need to change the verbage:
 ""...individuals with variations that are fortuitously best suited to changing local environments.""
 
 Like folks who migrated to northern latitudes and happened to have lighter skin(variation) were healthier and therefore produced more and healthier offspring. Over generations the lighter skinned came to dominate the group while becomming lighter still. Why is that so difficult? No one is saying the darker skinned folks never reproduced. They just weren't as successful in the long run.","And, the converse is true in the lower latitudes.",1
"3418","Even though if it seems like they aren't listening, I think subconsciously, they recognize very well that they are wrong.","You know, considering how little ray knows about science, do you think we could write a creationist load of **** and take these XXXXXX for all their money?",1
"4321","it will be neccesary to temporarily drop the thermodynamics argument","You would do yourself a favour to drop it permanently. Nobody who understands the second law of thermodynamics believes it precludes the possibility of complexity increasing at a given place.",1
"8466","A flat-out lie.","Well then. We've setteled that question, haven't we?",1
"3081","and 'Peeling is driven by an emotional, philosophical imperative' -","**
 Which is true, [see above], but which is nothing to be ashamed of, since it applies to anyone, including myself, who feels motivated to debate philosophy. And although many darwinists kid themselves that they are here to debate 'science', they are not. They are here to defend their metaphysics and its place in their personal psychological identity, i.e., ego, against the metaphysics of others, just like everybody else.
 
 What is so very strange and unnatural, IMHO, about many materialist/mechanist/positivist/darwinist/atheists is that they will go to great lengths to deny that that is the worldview that their ego revolves around, and will always attempt to convince themselves and others that they are actually somebody else. Somebody utterly uninfluenced, psychologically, by any worldview, any metaphysic, any particular set of unconscious assumptions and prejudgements, at all. The rest of us are proud of the intellectual sub-strate upon which our opinions are based, be those opinions open to challenge or not. So why are materialist/mechanist/darwinists so often ashamed of being identified as such? Beats me.",1
"2669","to become the nations next biggest XXXXX??","Because there are people who are trying to deny the theory of evolution it's place as a vital part of public school's biology curriculum.",1
"1912","""cave men"" did not leave hieroglyphs, unless you want to call ancient Egyptians cave men. The first drawings in caves were found by Marcelino Sanz de Sautuola in 1879.","Do you know of any other well known discoveries of cave drawings of ""primitive man?""",1
"3675","Originally posted by oldskool79 
 Can someone tell me when God ever said that you have free will?","Honestly I'm not sure if it was ever said in the Bible, but I sure have heard a lot of the Bible thumpers saying free will is a gift from God.",1
"6982","Originally posted by American 
 Where did the dirt come from?","Well, the short version is that shortly after the big bang, the universe was filled by a hot quark plasma. As it expanded and cooled, the process of nucleosynthesis produced the primordial elemental abundance, primarily hydrogen, with some deutirium, helium, and lithium. The physics is well understood, and verified by observation. Quantifying uncertainties in primordial nucleosynthesis without Monte Carlo simulations 
 
 At roughly a billion years of age, stars and galaxies formed, some fraction of the stars that formed were massive supergiants, that burned up their hydrogen into other elements, up to the atomic number of iron. This occurred at a tremendous rate and in a few more billion years, these stars went supernova and exploded. Prior to going supernova, these stars go through a phase where the outer layers of the star are shed, providing ways to transport the lighter elements away from the star. You can see this in the following link:
 Hubble Chemically Analyzes the Ring around Supernova 1987A 
 
 The trememdous radiation of the supernova permits the formation of elements with atomic numbers higher than iron. The force of these explosions scattered the newly created elements, creating vast gas and dust clouds. Eventually, the shockwave of another explosion initiated the collapse of one of these clouds, and the spinning hydrogen cloud begins to heat , eventually initiating nuclear fusion, and becoming our sun. As the sun began to increase it's heat output, the volatile remains of the accretion disk are driven away from the inner portion of the solar system, leaving mostly heavy elments. Comets bombarded the inner solar system, transporting water, carbon, and amino acids to the newly forming earth, making dirt.
 
 In short, a truely wonderful creation.",1
"8341","On the subject of analogies for genetic information, would ""computer language"" (code) be a better analogy?
 Indeed mutation and evolution *could* be shown with computer viruses.
 Of course this would require some familiarity with computer code.
 http://en.wikipedia.org/wiki/Programming_language","It would be 'an' analogy, but like the language analogy, it has its limitations.
 
 It is interesting to note that creationist computer software developers/programmers cannot seem to agree on the implications of 'mutations' when using such analogies - one such person, C.K. Lester, declared that computer programs can accumulate up to 30% 'random change', just like DNA (hypothetically) can, therefore, the computer analogy is a good one. But programmer R. David Pogge declares that even a single altered bit in a line of computer code a million bits in length would destroy it.",1
"603","Somebody utterly uninfluenced, psychologically, by any worldview, any metaphysic, any particular set of unconscious assumptions and prejudgements, at all.","Rather like how a scientist should aspire to behave, really.",1
"9535","This is where the mistaken version of Ockham's Razor is harmful to science: it stops research. All we have to do is compare the number of assumptions and decide that the theory with fewer assumptions is wrong. No data. No investigation. Simply sit and count assumptions.","Actually, with more data that changes the number of assumptions required, it is possible to reach a greater degree of certainty about something. The greater degree of certainty you reach, the better you will be able to apply your findings.",1
