"","quote_text","response_text","relation"
"45291","So much for lists of registration and ""safe storage"". Same thing happened when Hitler took over a country and got hold of all the lists. They were especially interested in the gun lists and radio lists.","Same thing happened in Rwanda. First they put the names of all Tutsis on lists. Then, the Hutu came around with machettes and took them off of the lists....permanently. emoticon_wow",2
"73411","Firstly handguns held by criminals are illegal in UK so the fact that homicides have increased is irrelevant to the handgun ban. One could argue that without the handgun ban the accidental death rate would have increased. Personally believe that the UK handgun ban was too much hysterical overreaction but there.
 
 Secondly the ownership or not of handguns has no known connection to the increase of any crime whether in Uk, Australia or USA. 
 
 Thirdly the ownership of guns in Switzerland relates to their military service requirements as Israel.
 
 Fourthly Not sure what doctors have to do with this anyway unless you wish to confie stats to gunshot wounds or the occasions when a doctor shoots their patient!","And the only reason the criminals hold handguns is because of the ban.",2
"5117","exactly.
 they're like the swiss, just can't seem to make up their minds
 I think i'll sway this way today, wait maybe that way. emoticon_confused","Just liike Stalinemoticon_wow",2
"66022","Any attempt by the United Nations to restrict the right to bear arms in the US would be the last straw for the American electorate.","I think such a move would qualify as a recognized declaration of war.",2
"2242","That is a lot, but I want gun control. I want:
 
 1) Instant background checks. No waiting period. No cool off time. No central database of gun owners.","Only if they do the same thing for driver licences (cars are deadly).
 
 I would not be killed if they did an instant check that was seperate from the gun purchase... Although I would be supsicious....",2
"6483","Police hunt armed bandits targeting gun stashes in homes  
 Melbourne Australia.","So much for lists of registration and ""safe storage"". Same thing happened when Hitler took over a country and got hold of all the lists. They were especially interested in the gun lists and radio lists.",2
"96962","""(14.) When gun controllers cite incidents such as the Columbine shooting as proof that more gun control is needed, they are just 'appealing to emotion' instead of logic. But when pro-gunners say that Columbine could have been prevented if teachers were allowed to carry guns, they are making a logical, sound argument.","And then we point to Israel, where armed teachers have been responsible for a considerable drop in school shootings.",2
"82031","As I understand, the Second Amendment was written as a protection against political tyranny. The Founding Fathers knew that the King of England had used a standing army to oppress the people in the past. The solution was a well regulated militia and to not limit arms ownership to those in the military.","Finally an inkling of intelligence.",2
"2373","So Galileo. I shared your post and link with the Author of gunlaws.com / Bloomfield Press Alan Korwin, and he said I could share this, and any reply he gets with you guys.
 
 To Jon S. Vernick; Lisa M. Hepburn
 A friend sent me a link to your paper on gun-law counts.
 http://www.brookings.edu/es/urban/publications/gunbook4.pdf
 Your finding of approximately 300 major state gun laws appears to be incorrect.
 California alone has 541 numbered statutes of gun law, twice what the federal government has passed.
 
 We publish the gun laws for several states, and distribute books on the subject for 24 states. Our definition for a gun law, while slightly different than yours, is close enough and guides our selection -- with a need to include no extraneous material that would increase the girth and cost of our books.
 
 If it affects private ownership, possession or use of firearms, it is included. A huge list of laws that are not included, which would raise the counts dramatically, is printed in the front of each of our books (e.g., regs for police, criminals, military, Native Americans, federal officials, etc.; 55 numbered federal statutes deal solely with armed federal agents).
 
 Gun-law counts are somewhat preposterous though because, for example, a single law can regulate numerous disparate subjects. The Brady law, for example, with its 3,000 words, controls airline baggage, point-of-sale purchases, development and maintenance of an FBI computer gun-tracking system and much more. Counting it as ""one law"" would be hopelessly misleading if the goal is to determine how much gun law exists.
 
 For specifics, I can tell you affirmatively that at last count there were 271 numbered federal gun-controlling statutes; Texas had 226; Arizona 183; Florida 229; and Virginia, in out just released 7th edition, has 193. Your overall count of 300 would therefore seem to come up somewhat short, wouldn't you agree?
 
 You'll find background and and extended discussion of true counts here: gunlaws.com - FAQ
 
 The real question though is this: Is there any criminal gun-related activity that is not already banned? The answer to that is no, and usually there are multiple bans for any nefarious activity you can imagine. New proposals invariable seek to criminalize possession by the public, possession which is perfectly lawful and harms no one, creating victimless crimes, and malum prohibitum laws that reduce freedom. That's why new bills typically meet such stiff resistance.
 
 Is there a mechanism for you to amend your paper for Brookings? It's certainly in your best interests to have accurate information in the public domain with your names attached.","Damn fine job!",2
"22422","That is a lot, but I want gun control. I want:
 
 1) Instant background checks. No waiting period. No cool off time. No central database of gun owners.","Only if they do the same thing for driver licences (cars are deadly).
 
 I would not be killed if they did an instant check that was seperate from the gun purchase... Although I would be supsicious....",2
"99441","http://www.washingtontimes.com/apps/pbcs.dll/article?AID=/20070717/METRO/107170041/1004
 
 
 
 I didn't think they would have the guts after getting slapped so badly last time out. I mean, there is loosing a case, and then there is getting kicked up and down the street and dragged through a field of tacks, which is pretty much happened when last time out.","This is the ""right"" SCOTUS to hear the case, IMO. ;)",2
"72921","So what. Congress can pass any law it wants. Doesn't mean it will stand up in court.","Yes, because congresses powers are actually pretty limited. It hink it will be interesting to see how the 2 upcoming supreme court cases (one has already been accepted, the other is pretty much a shoe in) regarding the commerce clause will be handled, since the majority of the laws that congress passes are tied to it.",2
"42341","So it is claimed.","And rightfully so. I'll prove it with the exact legislation.",2
"21432","I think you could teach gun-control at a gun-free school, too.
 Sex-education is also taught in schools that forbid their pupils to couple on the school yard :p .","Gun owners had to take a school district to court to stop the anti gun/gun control advocates from preaching the anti gun side of the gun issue.",2
"546","The National Guard interpretation of the militia is totally false. The NG is a standing army. The militia is not. The NG can be federalized. The militia can not. They wear the same uniforms. The officers all know each other and play golf together.
 
 If the NG is the militia, then I want to have stock plies of weapons at schools, hospitals, libraries, and churches. No federalization of NG. Complete and total seperation of NG from federal influence, communication, and socializatlion, right down to even different uniforms.","Correct. The National Guard is nothing more than an 'extension' of the Federal Army (and Air Force). We wear the same uniform as our active duty counterparts as well.
 
 You may recall that back in the 60's Gov. George Wallace was powerless to stop the 'Federalization' of National Guard troops which were used against him, by forcing the desegregation of Alabama schools. Regardless of where you stand on the politics of that situation, the Federal government clearly overstepped their authority here and thus established their control over 'National Guard' units henceforth.
 
 The National Guard being referred to as the 'militia' is laughable and wholly inaccurate. It's a cop out used by anti-gunners to excuse their attempts to disarm the 'law abiding'.",2
"73641","I'm for gun control. I believe you should have a steady hand, firm grip, calm breath, and a smooth pull. The more control, the better the shot.emoticon_xkill","Very well put. emoticon_xhoho",2
"72102","Now I know we didn't expect Daley to just roll over and take his losses like a real man. But to suggest that people be allowed to own only one single handgun is quite a step even for him. Even DC didn't try that one.","Well it's a step in the right direction,and if you have 2 or 3 people per household, it would make him squirm good.lol.",2
"618","Hello everyone, I am a high school student seeking help. Me and my partner are about to enter a debate on firearms, and we already know that we are for guns. Can you all just tell me if you are for guns or not and a short reason why?
 Thank you.","Well, to keep it short, I'll cite you to what I think are two of the best expressions of why the RKBA exists. The first was said by an Englishman named Andrew Fletcher, whose work was frequently cited by our founders to justify armed resistance against British misrule in America. The second was said by a Judge in my beloved Commonwealth of Virginia:
 
 And I cannot see, why arms should be denied to any man who is not a slave, since they are the only true badges of liberty. . . .The possession of arms is the distinction between a freeman and a slave. He who has nothing, and belongs to another, must be defended by him, and needs no arms: but he who thinks he is his own master, and has anything he may call his own, ought to have arms to defend himself and what he possesses, or else he lives precariously and at discretion. And though for a while those who have the sword in their power abstain from doing him injury; yet, by degrees, he will be awed into submission to every arbitrary command. Andrew Fletcher, Political Works, pp. 35 and 221 (1749). 
 
 The right of self-defense is the first law of nature; in most governments it has been the study of rulers to confine this right within the narrowest possible limits...and [when] the right of the people to keep and bear arms is, under any color or pretext whatsoever, prohibited, liberty, if not already annihilated, is on the brink of destruction. Sir George Tucker, Judge of the Virginia Supreme Court and U.S. District Court of Virginia, in I Blackstone COMMENTARIES, Sir George Tucker Ed., 1803, pg. 300
 
 There are many solid legal, moral, and practical arguments in support of private firearm ownership. Some are short, but many are long. I know quite a few of them, and I'll happily share them with you if you want some more ammo for your debate. Just let me know here.
 
 ---
 
 False is the idea of utility that sacrifices a thousand real advantages for one imaginary or trifling inconvenience; that would take fire from men because it burns, and water because one may drown in it; that has no remedy for evils, except destruction. The laws that forbid the carrying of arms are laws of such a nature. They disarm only those who are neither inclined nor determined to commit crimes. Can it be supposed that those who have the courage to violate the most sacred laws of humanity, the most important of the code, will respect the less important and arbitrary ones, which can be violated with ease and impunity, and which, if strictly obeyed, would put and end to personal liberty--so dear to men, so dear to the enlightened legislator--and subject innocent persons to all the vexations that the guilty alone ought to suffer? Such laws make things worse for the assaulted and better for the assailants; they serve rather to encourage than to prevent homicides, for an unarmed man may be attacked with greater confidence than an armed man. They ought to be designated as laws not preventative but fearful of crimes, produced by the tumultuous impression of a few isolated facts, and not by thoughtful consideration of the inconveniences and advantages of a universal decree. Thomas Jefferson, Commonplace Book, 1774-1776, quoting 18th century criminologist Cesare Beccaria in On Crimes and Punishment, 1764
 
 A militia, when properly formed, are in fact the people themselves, and render regular troops in a great measure unnecessary. . . .the constitution ought to secure a genuine and guard against a select militia. . .and include. . .all men capable of bearing arms. . . . But, say gentlemen, the general militia are for the most part employed at home in their private concerns, cannot well be called out, or be depended upon; that we must have a select militia. . . .[of the select militia] These Corps, not much unlike regular troops, well ever produce an inattention to the general militia. . .whereas, to preserve liberty, it is essential that the whole body of the people always possess arms, and be taught alike, especially when young, how to use them. . . .The mind that aims at a select militia, must be influenced by a truly anti-republican principle; and when we see many men disposed to practice upon it, whenever they can prevail, no wonder true republicans are for carefully guarding against it. Richard Henry Lee, Additional Letters from the Federal Farmer, p. 169-170 (1788)
 
 Among the many misdeeds of the British rule in India, history will look upon the Act depriving a whole nation of arms as the blackest. If we want the Arms Act to be repealed, if we want to learn the use of arms, here is a golden opportunity. If the middle class render voluntary help to Government in the hour of its trial, distrust will disappear, and the ban on possessing arms will be withdrawn. Ghandi, 2 M. Gandhi, An Autobiography of the Story of My Experiments with the Truth, p. 374 (M. Desai, trans. 1927).
 
 Whenever, therefore, the profession of arms becomes a distinct order in the state. . .the end of the social compact is defeated. . . .No free government was ever founded, or ever preserved its liberty, without uniting the characters of the citizen and soldier in those destined for defense of the state. . . .Such a well regulated militia, composed of freeholders, citizens and husbandman, who take up arms to preserve their property, as individuals, and their rights as freemen. M. T. Cicero (a pseudonym taken by a writer arguing during the constitutional debates), Charleston State Gazette, September 8, 1788
 
 It has been asserted by the most respectable writers upon government, that a well-regulated militia, composed of the yeomanry of the country, have ever been considered as the bulwark of a free people. Tyrants have never placed any confidence on a militia composed of freemen. John DeWitt, The Anti-Federalist Papers, p. 75 (M. Borden ed. 1965)
 
 Make mass searches and hold executions for found arms. V. I. Lenin, Collected Works, Vol. 35, 4th ed., p. 286. From Congressional Record, April 28, 1970, p. H3601.
 
 If the opposition disarms, well and good. If it refuses to disarm, we shall disarm it ourselves. Joseph Stalin, Reply to the discussion on the Political Reports of the Central Committee, Dec. 7, 1927. Stalin, Works, Vol. 10, p. 378. From Congressional Record, April 28, 1970, p. H3601..
 
 The most foolish mistake we could possibly make would be to allow the subject races to possess arms. History shows that all conquerors who have allowed their subject races to carry arms have prepared their own downfall by so doing. Indeed, I would go so far as to say that the supply of arms to the underdogs is a sine qua non for the overthrow of any sovereignty. So let's not have any native militia or native police. German troops alone will bear the sole responsibility for the maintenance of law and order throughout the occupied Russian territories, and a system of military strong-points must be evolved to cover the entire occupied country. Adolf Hitler, dinner talk on April 11, 1942, quoted in Hitler's Table Talk 1941-44: His Private Conversations, Second Edition (1973), Pg. 425-426.",2
"9845","Originally posted by dsadevil 
 The purpose of a car is not to kill someone/thing with, it is for transportation. If it is misused, it can kill, but as y'all claim, that applies to anything. The key difference with guns is that the primary and really sole purpose of guns is to kill something with. No one carries them for aeshtitic appeal. Is it true some people carry them for defense? Sure, but its defense on the premise that you can kill someone who attacks you, or at least deter them via threat of death. This isn't to take sides in this debate, I don't want to. But I have heard this argument made many times before, and it is getting annoying because it is clearly invalid.","dsadevil, your argument has been ignored. It seems that the pro-gunners have a habit of ignoring arguments that don't support their agenda. It's also happened in this forum with the subject of fatty foods.",2
"29741","Bus driver Terrance Gavan manufactured highly dangerous firearms and explosives at the home where he lived with his mother in Batley, West Yorkshire.
 
 Police discovered 54 improvised bombs including nail bombs and a booby-trapped cigarette packet, as well as 12 firearms.","And last years stats say, 3rd July 2009   The most violent country in Europe: Britain is also worse than South Africa and U.S.",2
"2241","""[The Second Amendment] has been the subject of one of the greatest pieces of fraud, I repeat the word 'fraud,' on the American public by special interest groups that I have ever seen in my lifetime.... [the NRA has] misled the American people and they, I regret to say, they have had far too much influence on the Congress of the United States than as a citizen I would like to see -- and I am a gun man. I have guns. I've been a hunter ever since I was a boy."" 
 (The MacNeil/Lehrer NewsHour, December 16, 1991)","AND post an unprovable quote:
 http://www.guncite.com/gc2ndfra.html
 
 David Kopel puts Burger's words in the proper context:
 Warren Burger Second Amendment",2
"6619","The reason the dems wimp out is because the gun nuts votes are likely to be swayed by a candidate's position on gun control, whereas non gun nuts, while having an opinion, are most likely concerned about other issues. It is the same reason people don't tend to come out loudly pro-choice, even though the majority of the US population are pro-choice.","Well said. Most Americans favor more gun control, but unfortunately this majority of Americans tends not to vote based on the issue of gun control while a very vocal minority composed of gun activists definitely does vote based on the issue. This is something politicians have realized since 1994 so they have been more hesitant to support gun control. There probably will be more gun control supporters in office in the coming years but I'm not sure how much this will change things.",2
"40212","The enumeration in the Constitution, of certain rights, shall not be construed to deny or disparage others retained by the people.
Rights Retained by the People
Aside from contending that a bill of rights was unnecessary, the Federalists responded to those opposing ratification of the Constitution because of the lack of a declaration of fundamental rights by arguing that inasmuch as it would be impossible to list all rights it would be dangerous to list some because there would be those who would seize on the absence of the omitted rights to assert that government was unrestrained as to those. 1 Madison adverted to this argument in presenting his proposed amendments to the House of Representatives. ''It has been objected also against a bill of rights, that, by enumerating particular exceptions to the grant of power, it would disparage those rights which were not placed in that enumeration; and it might follow by implication, that those rights which were not singled out, were intended to be assigned into the hands of the General Government, and were consequently insecure. This is one of the most plausible arguments I have ever heard against the admission of a bill of rights into this system; but, I conceive, that it may be guarded against. I have attempted it, as gentlemen may see by turning to the last clause of the fourth resolution.'' 2 It is clear from its text and from Madison's statement that the Amendment states but a rule of construction, making clear that a Bill of Rights might not by implication be taken to increase the powers of the national government in areas not enumerated, and that it does not contain within itself any guarantee of a right or a proscription of an infringement. 3 Recently, however, the Amendment has been construed to be positive affirmation of the existence of rights which are not enumerated but which are nonetheless protected by other provisions.","The purpose of the Bill of Rights.
Preamble to the Bill of Rights",2
"736","Sadly policy needs no law for justifucation. The VA is a law unto themselves as anyone who has delt with them finds out.","Well then there's grounds for a lawsuit. Find a group of veterans and get them to sue the VA, funded by the NRA, and take the whole organization to court on charges of violating federal standards.",2
"4804","What should we argue for as a result of these senseless killings? Where should our anger be directed, if at anything?","I think we should argue that it's time to stop making people easy targets. The reason so many people are getting killed and victimized is because there are too many laws against self-defense, giving too much power to those that are fully intent on doing harm in an illegal manner.",2
"3954","I have laid down some conditions before I give up my guns. They are not going to happen. There is no way I see within my life, that the 2nd Amendment will be repealled. There is no way that the National Guard will become ""militia-ized"" in my life time.","Here is the definition of militia:
 Function: noun
 Etymology: Latin, military service, from milit-, miles
 Date: circa 1660
 1 a : a part of the organized armed forces of a country 
 liable to call only in emergency b : a body of citizens 
 organized for military service 
 2 : the whole body of able-bodied male citizens declared by 
 law as being subject to call to military service 
 
 Ok here is the 2nd amend :
 A well regulated militia, being necessary to the security 
 of a free state, the right of the people to keep and bear 
 arms, shall not be infringed. 
 
 Now if you read the definition of militia as a citizen of 
 America I could be called up to serve in one. But no where 
 can the gun haters produce one document stating a 
 requirement to be in a militia to bear arms. 
 
 All gun haters want is to do is put limits on the right to 
 bear arms. Once this limit is on the right to bear arms the 
 gun haters will say now that we have a standing military we 
 no longer need militias. So guess what just happened to the 
 right to bear arms. 
 
 This is why the founding fathers put no limits on our 
 rights. 
 
 This is why the founding fathers describe our rights as the 
 right of the people!
 
 This is why they are not collective rights like the gun haters 
 want to claim. Gun haters like the word collective. Gun 
 haters will use the communist tactics to harass and 
 threaten people gun haters cannot shut up!",2
"1912","Saul Cornell says he is neither an advocate of the individual rights model nor of the collective rights model. He calls his interpretation of the Second Amendment the Civic Rights Model. 
 
 According to him, the right to bear arms is like the right to vote. You have the right to vote because you are a citizen of a political community. In contrast, truly individual rights such as freedom of religion and freedom of speech do not depend on citizenship. You have those rights because you are an individual or a human being. 
 
 People exercise their right to vote in a government organized election just as people exercise their right to bear arms in a government organized militia.","Actually, the statement bolded above puts Cornell squarely in the ""collective rights"" catagory. As the 2nd clearly states, and the supreme court reaffirmed, the RKBA is an individual right.
 
 Merry Christmas",2
"8366","Who said this:
 
 ""I carried a concealed weapon. I made the determination that if somebody was going to try to take me out, I was going to take them with me."" 
 
 A) Marine sniper Carlos Hathcock
 B) NRA president Charleton Heston
 C) General Patton
 D) LA police chief Willie Williams
 E) Anti-gun Senator Fienstien
 
 
 
 
 If you said the anti-gunner ""E"" you are correct. Many good citizens carry a gun for the same reason, but to the Senator from California, she should be exempt from the law.","Hillarious. I remember seeing that a while back. That's liberals for you, the laws they propose are for the 'peasants', not for them to obey. They, afterall, are better suited for making decisions like these than you. You need them to think for you.. to care for you.. cradle to grave.
 
 You may also recall that famed anti-gunner Rosie O'Donnell has armed bodyguards but says you shouldn't have guns yourself. You cannot be trusted, afterall. And who was that writer who shot the kid in the hand that was swimming in his pool late one night? Carl something. Another anti-gunner who preaches 'do as I say, not as I do'.
 
 Liberals.. LOL!",2
"3894","The Brady Bunch are going to work that mentally incapacitated/incompetent stuff to the best of their ability.","The enemies of freedom already have. The coined a new word. It is PRE Traumatic Stress Disorder.
 
 Meanwhile, 12 times as many children die from Drowning than from accidental gunshot!",2
"25192","Brady, I wonder if you'd think differently if those two guys got away, raped your wife, killed your kids, burned your house, and you somehow knew that they could've been stopped back in Texas.","Well we are waiting for the answer Mr.Brady,how say you?emoticon_wow would you think differently?or are you gonna dodge Ethmi's hypothetical question,which is by the way a damned good one.",2
"99871","a prostitute withe aids will kill more people than my ak47 ever has","And more people have died from anti-gun Senator Ted Kennedy's driving than will ever die from my AR-15.",2
"1277","Oh? What keeps you from having 6 or eight or for that matter having crossed bandoleers across the chest?","Nothing at all.",2
"2117","Many legal analysts predict that Chicago's handgun ban is done for.","And it is.",2
"52681","Most of the laws of the Peoples Republic of Kalifornia are aimed at rendering the citizens into prey. You can't point to many that don't. Self defense is not allowed there I am afraid.","Hey Sarge,add Democratic on their, and it could be called the DPRK; its kinda
 going that way anyhow.People start calling it that now,they will fall in line faster.:)",2
"9391","He&#8217;s not saying he won&#8217;t renew the AWB, just that it will be difficult. And, &#8220;tracing of bullets and ballistics. . .&#8221; certainly sounds like he&#8217;s like to see some sort of registration &#8212; a fired bullet database, or microstamping implemented.
 
 
: . . . One more thing &#8212; one more thing I forgot to mention. One other thing we can do is to track the weapons that we have in Mexico. If we manage to detect weapons sold illegally in the United States in violation of this law on the control of weapons exports, or if, in the United States, they can have &#8212; probably move forward on a good registry of armament or on the prohibition of certain massive sales of weapons, for example, to a hunter or to a common citizen &#8212; we know that these people do not usually buy hundreds of rifles or assault weapons or grenades &#8212; if we can move forward in those areas, I do believe that security both of the United States and Mexico will improve because those weapons are pointing against Mexican people and Mexican officials today.","President Obama Backs Inter-American Arms Treaty",2
"9696","""(14.) When gun controllers cite incidents such as the Columbine shooting as proof that more gun control is needed, they are just 'appealing to emotion' instead of logic. But when pro-gunners say that Columbine could have been prevented if teachers were allowed to carry guns, they are making a logical, sound argument.","And then we point to Israel, where armed teachers have been responsible for a considerable drop in school shootings.",2
"41761","It was so held by this court in the case of U. S. v. Cruikshank, 92 U.S. 542 , 553, in which the chief justice, in delivering the judgment of the court, said that the right of the people to keep and bear arms 'is not a right granted by the constitution. Neither is it in any manner dependent upon that instrument for its existence. The second amendment declares that it shall not be infringed, but this, as has been seen, means no more than that it shall not be infringed by congress. This is one of the amendments that has no other effect than to restrict the powers of the national government,...","But I want to be fair to our government, and help America with this personal decision, on weather or not to become criminals. Here is what Obama's government Website says on the subject of duties and responsibilities.
 
 The U.S. Government says:  Human Rights",2
"1411","It worked just fine for the first half of the 20th century.
 
 And training should never be a requirement for exercising a constitutional right.","Very well said. 
 
 However, we also believe that gun owners should get as much training as possible, necessary, desired etc. It just should not be required to participate in a Right Recognized by your Constitution as Inalienable, and therefore protected. That sets a bad precedence for the rest of our Bill of Rights. 
 
 However, safe handling of any potentially dangerous tool is just common sense.",2
"50152","German For Assault Rile Right? I Read Up On The History Of The Ak47 I Find It Fscinating As All Hell , Now I Own One! With All The Bells And Wistles.","Get the red star arms trigger..... Freekin awsome.
 
 Get the ultimack foward rail and mount an OKO red dot...
 
 Get a KVAR synthetic stock set (I got OD green!) TOO cool....
 
 Then get 5k rounds and shoot the hell out of it!
 
 
 Here check it out (notice the surefire on a barrell mount that set up was less than $75 bucks total!)
 
 Picture was takin in PA
 
  My hammer of liberty",2
"9151","There are good reasons for those laws and I bet none of those laws effect you much. You still got your guns so stop whining. But rich people stole my freedom for forty hours a week for many years. look at the big picture","Oh yeah, sure, your rights have been violated by companies requiring you to work 40 hours a week! Would somebody be so good as to call the ACLU for Brady so he can get a lawsuit going which claims that having to work is a violation of his fundamental human rights and is unconstitutional?",2
"3718","Because you seem to lose sight of that with your whackjob ideas. Case in point ""The manufacturer would have to know where to point LE"" now you have the manufacturer involved in law enforcement. Would you have the big 3 involved in pointing out to LE who last bought their products involving drive bys and vehicular homicide? You have no clue as to how the whole process works yet you are going to put your oar in and muddy the process. Here's a small lesson for you. The manufacturers of firearms don't sell to dealers. They sell to distributors who in turn sell to dealers. You are still lacking any valid proof that the law abiding are the problem.","So LE finds the original first owner through the distributor or the dealer with the assistance of the manufacturer?",2
"10182","]The Third Reich did not need gun control (in 1938 or at any time thereafter) to maintain their power. The success of Nazi programs (restoring the economy, dispelling socio-political chaos) and the misappropriation of justice by the apparatus of terror (the Gestapo) assured the compliance of the German people. Arguing otherwise assumes a resistance to Nazi rule that did not exist. Further, supposing the existance of an armed resistance also requires the acceptance that the German people would have rallied to the rebellion. This argument requires a total suspension of disbelief given everything we know about 1930s Germany. Why then did the Nazis introduce this program? As with most of their actions (including the formation of the Third Reich itself), they desired to effect a facade of legalism around the exercise of naked power. It is unreasonable to treat this as a normal part of lawful governance, as the rule of law had been entirely demolished in the Third Reich. Any direct quotations, of which there are several, that pronounce some beneficence to the Weapons Law should be considered in the same manner as all other Nazi pronouncements - absolute lies. (See Bogus Gun Control Quotes and endnote [1].)[","And it gave them a good springboard with most of the work already done to.",2
